Title,Content,Date Published,Date Updated,Link
"Managers Give “Go” to Proceed Toward Launch, Countdown Progressing","Artemis I managers convened Monday afternoon to review the status of countdown operations as well as two open technical items, and gave a “go” to proceed toward launch Wednesday, Nov 16. The two-hour window for launch opens at 1:04 a.m. EST.
Engineers examined detailed analysis of caulk on a seam between an ogive on Orion’s launch abort system and the crew module adapter and potential risks if it were to detach during launch. The mission management team determined there is a low likelihood that if additional material tears off it would pose a critical risk to the flight.
The area where caulk on a seam between the Orion launch abort system’s ogive and crew module adapter detached during Hurricane Nicole.
A close-up view of the area.
Technicians also completed replacing a component of an electrical connector on the hydrogen tail service mast umbilical. While swapping the component did not fully fix the issue, engineers have redundant sources of information supplied through the connector.
Listen to a replay of the media teleconference Nov. 14.
The countdown, which began Monday at 1:54 a.m., is progressing smoothly. All elements of the rocket and spacecraft are powered up. Overnight, teams will charge flight batteries, conduct final walkdowns at the launch pad, and check out communications with Orion.
The following milestones remaining in the countdown are below. Live coverage of tanking operations with commentary on NASA TV will begin on Tuesday, Nov. 15 at 3:30 p.m. Full launch coverage in English will begin at 10:30 p.m. Click here for the latest information on launch briefings and events.
L-32 hours and counting 

Core stage composite overwrapped pressure vessel (COPV) Pressurization to Flight Pressure (L-32M – L-23H)
The ICPS is powered down (L-31H – L-30H30M)
Charge Orion flight batteries to 100% (L-31H – L-27H)
Charge core stage flight batteries (L-28H – L-22H)
The ICPS is powered-up for launch (L-19H30M – L-16H30M)

L-15 hours and counting 

All non-essential personnel leave Launch Complex 39B (L-13H – L-11H)
Ground Launch Sequencer (GLS) activation (L-11H15M – 10H15M)
Air-to-gaseous nitrogen (GN2) changeover and vehicle cavity inerting (L-11H45M – launch)

L-10 hours, 40 minutes and counting

3.5-hour built in countdown hold begins (L-10H40M – L-7H10M)
Launch team conducts a weather and tanking briefing (L-10H40M – L-9H50M)
Launch team decides if they are “go” or “no-go” to begin tanking the rocket (L-9H40M)
Core stage LOX transfer line chilldown (L-9H15M – L-9H)
Core stage LH2 transfer line chilldown (L-9H15M – L-8H45M)

L-8 hours and counting

Core stage LOX main propulsion system chilldown (L-9H – L-8H20M)
Core stage LH2 slow fill start (L-8H45M – L-7H50M)
Core stage LOX slow fill (L-8H20M – L-8H5M)
Core stage LOX fast fill (L-8H5M – L-5H15M)
Core stage LH2 fast fill (L-7H50M – L-6H10M)
Engine bleed kick start (L-7H40M – L-7H20M)
Core stage LH2 topping (L-6H10M – L6H5M)
Core stage LH2 replenish (L-6H5M – launch)
Core stage LOX topping (L-5H15M– L-5H5M)
ICPS LH2 ground support equipment and tank chilldown (L-5H20M – L-5H)

L-5 hours and counting 

Core stage LOX replenish (L-5H5M – launch)
ICPS LOX main propulsion system chilldown (L-5H5M– L-4H45M)
ICPS LH2 fast fill start (L-5H5M – L4H5M)
Orion communications system activated (RF to mission control) (L-4H20M – L-3H45M)
ICPS LOX fast fill (L-4H55M– L-4H10M)
ICPS LOX validation and leak test (L-4H10M – L-3H40M)
ICPS LH2 validation and leak test (L-4H – L-3H40M)
ICPS LH2 tank topping start (L-3H40M – L-3H25M)
ICPS LH2 replenish (L-3H25M – launch)
ICPS LOX topping (L-3H40M – L-3H20M)
ICPS LOX replenish (L-3H20M – launch)


ICPS/Space Launch System telemetry data verified with Mission Control Center and SLS Engineering Support Center (L-2H55M – L-2H45M)
ICPS LOX validation and leak test (L-2H55M – L-2H30M)
ICPS LH2 replenish (L-2H50M – launch)
ICPS LOX topping (L-2H30M – L-2H10M)
ICPS LOX replenish (L-2H10M – launch)
ICPS/Space Launch System (SLS) telemetry data verified with Mission Control Center and SLS Engineering Support Center (L-3H – L-2H50M)

L-50 minutes and counting

Final NASA Test Director briefing is held (L-50M)

L-40 minutes and holding 

Built in 30-minute countdown hold begins (L-40M)

L-15 minutes and holding  

The launch director polls the team to ensure they are “go” for launch

T-10 minutes and counting 

Ground Launch Sequencer (GLS) initiates terminal count (T-10M)
GLS go for core stage tank pressurization (T-6M)
Orion ascent pyros are armed (T-6M)
Orion set to internal power (T-6M)
Core stage LH2 terminate replenish (T-5M57S)
GLS is go for flight termination system (FTS) arm (T-5M)
GLS is go for LH2 high flow bleed check (T-4M40S)
GLS is go for core stage auxiliary power unit (APU) start (T-4M)
Core Stage APU starts (T-4M)
Core stage LOX terminate replenish (T-4M)
ICPS LOX terminate replenish (T-3M30S)
GLS is go for purge sequence 4 (T-3M10S)
ICPS switches to internal battery power (T-1M56S)
Core stage switches to internal power (T-1M30S)
ICPS enters terminal countdown mode (T-1M20S)
ICPS LH2 terminate replenish (T-50S)
GLS sends “go for automated launch sequencer” command (T-33S)
Core stage flight computer to automated launching sequencer (T-30S)
Hydrogen burn off igniters initiated (T-12S)
GLS sends the command for core stage engine start (T-10S)
RS-25 engines startup (T-6.36S)

T-0

Booster ignition, umbilical separation, and liftoff","November 14, 2022 8:05 pm","November 17, 2022 3:39 pm",https://blogs.nasa.gov/artemis/2022/11/14/managers-give-go-to-proceed-toward-launch-countdown-progressing/
Weather Forecast Remains 90% Favorable for Artemis I Launch,"Weather conditions remain 90% favorable for the Artemis I launch based on the Monday, Nov. 14 forecast from meteorologists with the U.S. Space Force Space Launch Delta 45. Liftoff is scheduled for 1:04 a.m. EST Wednesday, Nov. 16 with a two-hour launch window.
The mission management team will reconvene this afternoon to review additional analysis from overnight operations in preparation for launch. NASA is targeting a teleconference at 6 p.m. to discuss the outcome of the meeting. Listen on the agency’s website at: https://www.nasa.gov/live .","November 14, 2022 11:25 am","November 14, 2022 12:03 pm",https://blogs.nasa.gov/artemis/2022/11/14/weather-forecast-remains-90-favorable-for-artemis-i-launch/
"Managers Proceed Toward Nov. 16 Launch, to Meet Monday","The Artemis I mission management team met Sunday evening to review the status of preparations for launch and gave a “go” to proceed toward a Nov. 16 launch attempt. The team will meet again Monday afternoon to review additional analysis associated with caulk on Orion’s launch abort system that came loose during Hurricane Nicole. The two-hour window for launch opens at 1:04 a.m. EST Wednesday. The countdown clock will begin at 1:54 a.m. Monday.
Within the next day, engineers will conduct detailed analysis of several feet of delaminated caulk where the ogive on Orion’s launch abort system meets the crew module adapter. The analysis will assess risk should it come loose during launch.
Overnight, in parallel with launch preparations, technicians also will remove and replace a component of an electrical connector on the hydrogen tail service mast umbilical ground-side plate. Engineers continue to see some inconsistent data provided through the connector, despite replacing the cable to the connector earlier in the week. Engineers have redundant sources for the information provided through the connector and it is not an impediment to launch.
NASA will provide a prelaunch status update Monday afternoon after the mission management team reconvenes.
Live coverage of tanking operations with commentary on NASA TV will begin on Tues., Nov. 15 at 3:30 p.m. EST. Full launch coverage in English will begin at 10:30 p.m. and NASA en espanol broadcast coverage will begin at 12 a.m. Wednesday. Click here for the latest information on launch briefings and events.","November 13, 2022 10:01 pm","November 17, 2022 3:39 pm",https://blogs.nasa.gov/artemis/2022/11/13/managers-proceed-toward-nov-16-launch-to-meet-monday/
CAPSTONE Arrives to Orbit at the Moon,"The CAPSTONE mission operations team confirmed that NASA’s CAPSTONE spacecraft arrived at its orbit at the Moon Sunday evening. The CubeSat completed an initial orbit insertion maneuver, firing its thrusters to put the spacecraft into orbit, at 7:39 p.m. EST.
CAPSTONE is now in a near-rectilinear halo orbit, or NRHO. This particular NRHO is the same orbit that will be used by Gateway, the Moon-orbiting space station that will support NASA’s Artemis missions. CAPSTONE is the first spacecraft to fly an NRHO, and the first CubeSat to operate at the Moon.
In the next five days, CAPSTONE will perform two additional clean-up maneuvers to refine its orbit. After these maneuvers, the team will review data to confirm that CAPSTONE remains on track in the NRHO.","November 13, 2022 8:41 pm","November 13, 2022 8:48 pm",https://blogs.nasa.gov/artemis/2022/11/13/capstone-arrives-to-orbit-at-the-moon/
Weather Forecast 90% Favorable for Artemis I Launch,"Meteorologists with the U.S. Space Force Space Launch Delta 45 currently predict 90% favorable weather conditions for the Artemis I launch targeted for Nov. 16. Liftoff is scheduled for 1:04 a.m. EST with a two-hour launch window.
The mission management team will meet this afternoon to review the status of preparations for launch. NASA will host a teleconference at 7 p.m. to discuss the outcome following the meeting. Listen on the agency’s website at: https://www.nasa.gov/live .","Posted on November 13, 2022 4:05 pm","November 13, 2022 8:48 pm",https://blogs.nasa.gov/artemis/2022/11/13/weather-forecast-90-favorable-for-artemis-i-launch/
"Teams Conduct Check-outs, Preparations Ahead of Next Artemis I Launch Attempt","NASA’s Space Launch System (SLS) rocket with the Orion spacecraft aboard is seen atop the mobile launcher at Launch Pad 39B, Friday, Nov. 11, 2022, at NASA’s Kennedy Space Center in Florida. Teams began walkdowns and inspections at the pad to assess the status of the rocket and spacecraft after the passage of Hurricane Nicole.
NASA continues to target launch of its Artemis I mission from the agency’s Kennedy Space Center in Florida at 1:04 a.m. EST, Wednesday, Nov. 16. There is a two-hour launch window for the agency’s first integrated flight test of its Space Launch System (SLS) rocket and Orion spacecraft.
Teams conducted thorough assessments at Launch Complex 39B beginning Thursday evening, closely inspecting SLS, Orion, mobile launcher, and other pad-related assets to confirm there were no significant impacts from Hurricane Nicole, which made landfall more than 70 miles south of the launch pad. The physical inspections augmented remote monitoring via sensors and high-resolution cameras performed during the storm by a team in a safe location at Kennedy.
Space Launch System engineers have performed detailed analysis to confirm the sustained and peak winds experienced during the storm have no adverse effect on the structural strength of the rocket. While varying peak winds were measured by sensors at different heights at the pad, all measurements remained below 75% of SLS design limits, which also are intentionally conservative. Data from testing with actual hardware during the structural test series and modal testing, as well as other evaluations and modeling, provide confidence there is margin beyond the design ratings.
Technicians also are working to fix several minor items from the storm. Most repairs involve loose caulk or weather coverings. An umbilical used to provide purge air, or proper environmental conditions to the Orion spacecraft, was out of position. The umbilical maintained purge throughout the storm and has been repositioned to allow proper retraction at liftoff. Engineers have also removed the hard cover over the launch abort system window installed before the storm and will inspect the window to confirm it is in good condition for launch.
Today, as part of normal launch preparation, engineers are in the process of powering up rocket and spacecraft elements to confirm all systems are healthy. Powered health checks will continue until Saturday. Engineers plan to conduct the standard final software and hardware-related tests required before launch, on Sunday. The Artemis I mission management team will convene Sunday afternoon to review the preparations for launch.

Update on our #Artemis I mission: pic.twitter.com/7F6brN86KF
— Jim Free (@JimFree) November 10, 2022","November 11, 2022 5:21 pm","November 11, 2022 5:25 pm",https://blogs.nasa.gov/artemis/2022/11/11/teams-conduct-check-outs-preparations-ahead-of-next-artemis-i-launch-attempt/
"NASA Prepares Rocket, Spacecraft Ahead of Tropical Storm Nicole, Re-targets Launch","NASA is continuing to monitor Tropical Storm Nicole and has decided to re-target a launch for the Artemis I mission for Wednesday, Nov. 16, pending safe conditions for employees to return to work, as well as inspections after the storm has passed. Adjusting the target launch date will allow the workforce to tend to the needs of their families and homes, and provide sufficient logistical time to get back into launch status following the storm.
Kennedy currently is in a HURCON (Hurricane Condition) III status, which includes securing facilities, property and equipment at the center, as well as briefing and deploying the “ride-out” team.  As part of NASA’s hurricane preparedness protocol, a “ride-out” team includes a set of personnel who will remain in a safe location at Kennedy throughout the storm to monitor centerwide conditions, including the flight hardware for the Artemis I mission. Kennedy will release non-essential personnel at the HURCON II status as the agency continues to prioritize its employees in the Kennedy area.
Based on expected weather conditions and options to roll back ahead of the storm, the agency determined Sunday evening the safest option for the launch hardware was to keep the Space Launch System (SLS) rocket and Orion spacecraft secured at the pad.
The SLS rocket is designed to withstand 85 mph (74.4 knot) winds at the 60-foot level with structural margin. Current forecasts predict the greatest risks at the pad are high winds that are not expected to exceed the SLS design. The rocket is designed to withstand heavy rains at the launch pad and the spacecraft hatches have been secured to prevent water intrusion.
In preparation for the storm, teams have powered down the Orion spacecraft, SLS core stage, interim cryogenic propulsion stage, and boosters. Engineers have also installed a hard cover over the launch abort system window, retracted and secured the crew access arm on the mobile launcher and configured the settings for the environmental control system on the spacecraft and rocket elements. Teams also are securing nearby hardware and performing walkdowns for potential debris in the area.
Teams are poised to resume work as soon as weather and Kennedy center status allows. Once back on-site, technicians will perform walkdowns and inspections at the pad to assess the status of the rocket and spacecraft as soon as practicable.
A launch during a two-hour window that opens at 1:04 a.m. EST on Nov. 16 would result in a splashdown on Sunday, Dec. 11. If needed, NASA has a back-up launch opportunity on Saturday, Nov. 19, and will coordinate with the U.S. Space Force for additional launch opportunities.
The agency continues to rely on the most up to date information from the National Oceanic and Atmospheric Administration, U.S. Space Force, and the National Hurricane Center throughout its evaluations and continues to closely monitor conditions for the Kennedy area.","November 8, 2022 5:47 pm","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/11/08/nasa-prepares-rocket-spacecraft-ahead-of-tropical-storm-nicole-re-targets-launch/
"NASA monitoring Subtropical Storm Nicole, Space Launch System rocket and Orion to remain at Launch Pad 39B","NASA is working with U.S. Space Force and the National Hurricane Center to monitor Subtropical Storm Nicole. NASA’s Kennedy Space Center in Florida is currently in a HURCON (Hurricane Condition) IV status, which includes implementing checklists and preparations for the storm as the agency continues to prioritize its employees in the Kennedy area. Based on current forecast data, managers have determined the Space Launch System rocket and Orion will remain at Launch Pad 39B. Teams at Kennedy will continue to monitor the weather, make sure all personnel are safe, and will evaluate the status of the Monday, Nov. 14, launch attempt for the Artemis I mission as we proceed and receive updated predictions about the weather.","Posted on November 7, 2022 5:40 pm","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/11/07/nasa-monitoring-subtropical-storm-nicole-space-launch-system-rocket-and-orion-to-remain-at-launch-pad-39b/
Artemis I Moon Rocket Arrives at Launch Pad Ahead of Historic Mission,"NASA’s Space Launch System (SLS) rocket with the Orion spacecraft aboard is seen atop the mobile launcher as it arrives at Launch Pad 39B, Friday, Nov. 4, 2022, at NASA’s Kennedy Space Center in Florida. NASA’s Artemis I mission is the first integrated test of the agency’s deep space exploration systems: the Orion spacecraft, SLS rocket, and supporting ground systems. Launch of the uncrewed flight test is targeted for Nov. 14 at 12:07 a.m. EST. Photo Credit: (NASA/Joel Kowsky)
Around 8:30 a.m. EDT on Nov. 4, the Space Launch System rocket and Orion spacecraft for the Artemis I mission arrived at launch pad 39B at NASA’s Kennedy Space Center in Florida after a nearly nine-hour journey from the Vehicle Assembly Building. Teams will continue working to configure SLS and Orion for the upcoming Nov. 14. launch attempt.","Posted on November 4, 2022 8:57 am","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/11/04/artemis-i-moon-rocket-arrives-at-launch-pad-ahead-of-historic-mission-2/
NASA’s Mega Moon Rocket Begins Roll to Launch Pad ,"The Space Launch System rocket and Orion spacecraft for the Artemis I flight test are rolling to launch pad 39B at NASA’s Kennedy Space Center in Florida ahead of launch. At about 11:17 p.m. EDT the crawler-transporter began the approximately 4-mile journey from the Vehicle Assembly Building (VAB) to the launch pad. 
Once outside the VAB high-bay doors, the Moon rocket will make a planned pause allowing the team to reposition the crew access arm on the mobile launcher before continuing to the launch pad. The journey is expected to take between eight to 12 hours. NASA will provide an update once the rocket has arrived at the pad. A live stream view of the rocket and spacecraft departing VAB and arriving at the launch pad is available on the Kennedy Newsroom YouTube Channel. 
Launch is currently targeted for Nov. 14 at the opening of a 69-minute launch window starting at 12:07 a.m. EST.","Posted on November 3, 2022 11:22 pm","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/11/03/nasas-mega-moon-rocket-begins-roll-to-launch-pad-2/
"CAPSTONE Completes Successful Maneuver, Teeing Up Moon Orbit","The CAPSTONE spacecraft successfully completed a trajectory correction maneuver on Thursday, Oct. 27, teeing up the spacecraft’s arrival to lunar orbit on Nov. 13. CAPSTONE is no longer in safe mode following an issue in early September that caused the spacecraft to spin. The team identified the most likely cause as a valve-related issue in one of the spacecraft’s eight thrusters. The mission team will design future maneuvers to work around the affected valve, including the two remaining trajectory correction maneuvers scheduled before CAPSTONE’s arrival to orbit at the Moon. CAPSTONE – short for Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment – is owned by Advanced Space on behalf of NASA. The spacecraft was designed and built by Terran Orbital. Operations are performed jointly by teams at Advanced Space and Terran Orbital.","Posted on October 31, 2022 3:31 pm","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/10/31/capstone-completes-successful-maneuver-teeing-up-moon-orbit/
Teams On Track for Artemis I Rollout to Launch Pad,"Teams are on track to roll the Space Launch System rocket and Orion spacecraft from the Vehicle Assembly Building (VAB) to Launch Pad 39B no earlier than Friday, Nov. 4 with first motion targeted for 12:01 a.m. EDT.
Minor repairs identified through detailed inspections are mostly completed. Preparations are underway to ready the mobile launcher and VAB for rollout by configuring the mobile launcher arms and umbilicals and continuing to retract the access platforms surrounding SLS and Orion as work is completed.
Testing of the reaction control system on the twin solid rocket booters, as well as the installation of the flight batteries, is complete and those components are ready for flight. Engineers also have replaced the batteries on the interim cryogenic propulsion stage (ICPS), which was powered up for a series of tests to ensure the stage is functioning properly. Teams successfully completed final confidence checks for the ICPS, launch vehicle stage adapter and the core stage forward skirt.
Teams are continuing to work in the intertank area of the core stage and upper section of the boosters to replace batteries. These areas will remain open to support remaining battery and flight termination system activities. Flight termination system testing will start next week on the intertank and booster and once complete, those elements will be ready for launch. Charging of the secondary payloads in the Orion stage adapter is complete.
Teams recharged, replaced and reinstalled several of the radiation instruments and the crew seat accelerometer inside Orion ahead of the crew module closure for roll. Technicians will refresh the specimens for the space biology payload at the launch pad. The crew module and launch abort system hatches are closed for the roll to the pad, and engineers will perform final closeouts at the pad prior to launch.
Teams will plan to move the crawler transporter into position outside of the VAB ahead of rolling into the facility early next week. The agency continues to target a launch date no earlier than Nov. 14 at 12:07 a.m. EDT.","Posted on October 28, 2022 4:24 pm","November 9, 2022 12:50 pm",https://blogs.nasa.gov/artemis/2022/10/28/teams-on-track-for-artemis-i-rollout-to-launch-pad/
NASA Sets Date for Next Launch Attempt for Artemis I Moon Mission ,"NASA is targeting the next launch attempt of the Artemis I mission for Monday, Nov. 14 with liftoff of the Space Launch System (SLS) rocket carrying the Orion spacecraft planned during a 69-minute launch window that opens at 12:07 a.m. EST. Artemis I is an uncrewed flight test to launch SLS and send Orion around the Moon and back to Earth to thoroughly test its system before flights with astronauts. 
Inspections and analyses over the previous week have confirmed minimal work is required to prepare the rocket and spacecraft to roll out to Launch Pad 39B at Kennedy Space Center in Florida following the roll-back due to Hurricane Ian.  Teams will perform standard maintenance to repair minor damage to the foam and cork on the thermal protection system and recharge or replace batteries on the rocket, several secondary payloads, and the flight termination system. The agency plans to roll the rocket back to the launch pad as early as Friday, Nov. 4. 
NASA has requested back-up launch opportunities for Wednesday, Nov. 16, at 1:04 a.m. and Saturday, Nov. 19, at 1:45 a.m., which are both two-hour launch windows. A launch on Nov. 14 would result in a mission duration of about 25-and-a-half days with a splashdown in the Pacific Ocean Friday, Dec. 9.","Posted on October 12, 2022 9:00 am",,https://blogs.nasa.gov/artemis/2022/10/12/nasa-sets-date-for-next-launch-attempt-for-artemis-i-moon-mission/
"CAPSTONE Team Stops Spacecraft Spin, Clearing Hurdle to Recovery","CAPSTONE team members successfully executed an operation to stop the spacecraft’s spin on Friday, Oct. 7, clearing a major hurdle in returning the spacecraft to normal operations.
Following a planned trajectory correction maneuver on Sept. 8, CAPSTONE suffered an issue that caused the spacecraft to spin beyond the capacity of the onboard reaction wheels to control and counter. Data from the spacecraft suggests the most likely cause was a valve-related issue in one of the spacecraft’s eight thrusters. The partially open valve meant the thruster produced thrust whenever the propulsion system was pressurized. The mission team extensively reviewed telemetry and simulation data and conducted multiple tests on the spacecraft in order to formulate a plan to stop the spacecraft’s spin despite this issue.
Recovery commands were executed Friday morning. Initial telemetry from CAPSTONE and observation data points to a successful maneuver, indicating the spacecraft has stopped its spin and regained full 3-axis attitude control, meaning CAPSTONE’s position is controlled without unplanned rotation. CAPSTONE now has oriented its solar arrays to the Sun and adjusted the pointing of its antennas to provide a better data connection to Earth.
The risks of this anomaly and recovery process were significant, and the team worked extensively and collaboratively to mitigate these risks. Over the coming days, the team will monitor the spacecraft status and make any needed adjustments to procedures in order to account for and mitigate the effects of the partially open thruster valve. The mission team also will work to design possible fixes for this valve-related issue in order to reduce risk for future maneuvers. CAPSTONE remains on track to insert into its targeted near rectilinear halo orbit at the Moon on Nov. 13.
CAPSTONE – short for Cislunar Autonomous Positioning System Technology Operations and Navigation Experiment – is owned by Advanced Space on behalf of NASA. The spacecraft was designed and built by Terran Orbital. Operations are performed jointly by teams at Advanced Space and Terran Orbital.
Read the full update from Advanced Space. Additional updates will be provided, as available.","Posted on October 7, 2022 3:11 pm",,https://blogs.nasa.gov/artemis/2022/10/07/capstone-team-stops-spacecraft-spin-clearing-hurdle-to-recovery/
"Inspections Underway for Rocket, Spacecraft Before Setting Launch Date","Engineers at NASA’s Kennedy Space Center in Florida are in the process of preparing the Space Launch System (SLS) rocket and Orion spacecraft for the next launch attempt in November for the Artemis I mission. Check-outs conducted this week will allow NASA to finalize the work schedule before rolling SLS and Orion back to Launch Pad 39B.
Since resuming work after Hurricane Ian, teams have extended work platforms around SLS and Orion to assess the exterior and access internal components. Exterior inspections will note any foam or cork from the thermal protection system on the rocket or spacecraft that might need to be repaired. Teams will replace the flight batteries for the interim cryogenic propulsion stage and the boosters, as well as the batteries for the flight termination system in the boosters and core stage.
Work will also include charging the CubeSats that are equipped to be re-charged and have elected to do so. Inside Orion, work will include replenishing the specimens and batteries for the biology investigations riding within the capsule, as well as recharging the batteries associated with the crew seat accelerometers and space radiation experiments.
While teams inside the Vehicle Assemble Building complete check-outs, managers are coordinating with the U.S. Space Force to reserve launch dates on the Eastern Range and working with other parts of the agency to evaluate any potential constraints before NASA sets a target date for the next launch attempt.
Although the Kennedy area received minimal impacts from Hurricane Ian, many team members who live farther west experienced larger effects from the storm and are still recovering. Managers are working with teams to ensure they have the time and support needed to address the needs of their families and homes.","October 6, 2022 5:47 pm","October 6, 2022 5:48 pm",https://blogs.nasa.gov/artemis/2022/10/06/inspections-underway-for-rocket-spacecraft-before-setting-launch-date/
"Teams Confirm No Damage to Flight Hardware, Focus on November for Launch","Teams at NASA’s Kennedy Space Center in Florida conducted initial inspections Friday to assess potential impacts from Hurricane Ian. There was no damage to Artemis flight hardware, and facilities are in good shape with only minor water intrusion identified in a few locations. Next, engineers will extend access platforms around the Space Launch System rocket and Orion spacecraft inside the Vehicle Assembly Building (VAB) to prepare for additional inspections and start preparation for the next launch attempt, including retesting the flight termination system.
As teams complete post-storm recovery operations, NASA has determined it will focus Artemis I launch planning efforts on the launch period that opens Nov. 12 and closes Nov. 27. Over the coming days, managers will assess the scope of work to perform while in the VAB and identify a specific date for the next launch attempt. Focusing efforts on the November launch period allows time for employees at Kennedy to address the needs of their families and homes after the storm and for teams to identify additional checkouts needed before returning to the pad for launch.","Posted on September 30, 2022 4:46 pm","October 6, 2022 5:48 pm",https://blogs.nasa.gov/artemis/2022/09/30/teams-confirm-no-damage-to-flight-hardware-focus-on-november-for-launch/
CAPSTONE Team Continues Work Towards Spacecraft Recovery,"The CAPSTONE mission team is continuing to work towards recovery of the spacecraft orientation control. This work includes collecting information from the spacecraft, running simulations, and refining recovery plans. CAPSTONE is power positive – meaning it is generating more power from its solar panels than the spacecraft systems are using – and remains in a stable condition on track to the Moon.","Posted on September 30, 2022 2:20 pm","October 6, 2022 5:48 pm",https://blogs.nasa.gov/artemis/2022/09/30/capstone-team-continues-work-towards-spacecraft-recovery/
"Teams Prepare for Hurricane Arrival, Assess Artemis I Forward Plan","With the Artemis I Space Launch System rocket and Orion spacecraft safety in the Vehicle Assembly Building after rolling back from Launch Pad 39B Monday night, NASA continues to prioritize its employees as Hurricane Ian approaches the Kennedy Space Center area. 
As part of NASA’s hurricane preparedness protocol, a “ride out” team will remain in a safe location at Kennedy throughout the storm to monitor centerwide conditions. After the storm passes, they will conduct an assessment of facilities, property, and equipment. Once it is safe for additional employees to return to Kennedy, engineers will extend platforms to establish access to the rocket and spacecraft.  
Managers will review options on the extent of work that will be conducted in the VAB before returning to the launch pad or identifying the next opportunity for launch. Technicians will swap out batteries on the rocket’s flight termination system and retest the system prior to the next launch attempt.","Posted on September 28, 2022 9:59 am","October 6, 2022 5:48 pm",https://blogs.nasa.gov/artemis/2022/09/28/teams-prepare-for-hurricane-arrival-assess-artemis-i-forward-plan/
Assessment Underway on Electrical System in Vehicle Assembly Building,"At approximately 11:45 a.m. today, a fire alarm was triggered in the Vehicle Assembly Building at NASA’s Kennedy Space Center in Florida. The notification came when an arc flash event occurred at a connector on an electrical panel in High Bay 3. A spark landed on a rope marking the boundary of the work area. The rope began to smolder, workers pulled the alarm, and employees evacuated the building safely.
The incident occurred on the third floor of F-tower at the Mobile Launcher power connection. Technicians shut down power to the panel, and the center’s emergency responders declared the VAB safe for employees to return to work. There were no reported injuries, and the Artemis I rocket and spacecraft were not at risk.
The Artemis I vehicle and mobile launcher entered High Bay 3 earlier this morning after rolling back from Launch Complex 39B in advance of Hurricane Ian, which is expected to bring sustained tropical storm force winds to Kennedy as early as Wednesday evening. Engineers and technicians are evaluating the cause.","September 27, 2022 8:22 pm","September 27, 2022 8:23 pm",https://blogs.nasa.gov/artemis/2022/09/27/assessment-underway-on-electrical-syem-in-vehicle-assembly-building/
NASA’s Moon Rocket and Spacecraft Arrive at Vehicle Assembly Building,"NASA’s Space Launch System (SLS) rocket with the Orion spacecraft aboard is seen atop the mobile launcher as it returns to the Vehicle Assembly Building from Launch Pad 39B, Tuesday, Sept. 27, 2022, at NASA’s Kennedy Space Center in Florida. NASA made the decision to rollback based on the latest weather predictions associated with Hurricane Ian. NASA’s Artemis I mission is the first integrated test of the agency’s deep space exploration systems: the Orion spacecraft, SLS rocket, and supporting ground systems. Photo Credit: (NASA/Joel Kowsky)
At approximately 9:15 a.m. EDT, NASA’s Space Launch System (SLS) rocket and Orion spacecraft for the Artemis I mission were secured inside the Vehicle Assembly Building at the agency’s Kennedy Space Center after a four-mile journey from Launch Pad 39B that began at 11:21 p.m. Monday, Sept. 26 ahead of the arrival of Hurricane Ian.
After the storm has passed, teams will conduct inspections to determine impacts at the center and establish a forward plan for the next launch attempt, including replacing the core stage flight termination system batteries and retesting the system to ensure it can terminate the flight if necessary for public safety in the event of an emergency during launch.","September 27, 2022 9:23 am","September 27, 2022 9:28 am",https://blogs.nasa.gov/artemis/2022/09/27/nasas-moon-rocket-and-spacecraft-arrive-at-vehicle-assembly-building-2/
Artemis I Moon Rocket Departs Launch Pad 39B Ahead of Hurricane Ian,"NASA’s Space Launch System (SLS) rocket with the Orion spacecraft aboard is seen atop the mobile launcher at Launch Pad 39B as teams configure systems for rolling back to the Vehicle Assembly Building, Monday, Sept. 26, 2022, at NASA’s Kennedy Space Center in Florida. NASA made the decision to rollback based on the latest weather predictions associated with Hurricane Ian. NASA’s Artemis I flight test is the first integrated test of the agency’s deep space exploration systems: the Orion spacecraft, SLS rocket, and supporting ground systems. Photo Credit: (NASA/Joel Kowsky)
At 11:21 p.m. ET Monday, NASA’s Artemis I Moon rocket  left launch pad 39B atop the crawler-transporter and began its 4-mile trek to the Vehicle Assembly Building (VAB) at NASA’s Kennedy Space Center in Florida.
Managers decided to roll back based on the latest weather predictions associated with Hurricane Ian not showing improving expected conditions for the Kennedy area. The decision allows time for employees to address the needs of their families and protect the integrated rocket and spacecraft system.
Watch a live stream of the rocket arriving at VAB on the Kennedy Newsroom YouTube channel and check back here for updates.","Posted on September 26, 2022 11:29 pm","September 27, 2022 9:28 am",https://blogs.nasa.gov/artemis/2022/09/26/artemis-i-moon-rocket-departs-launch-pad-39b-ahead-of-hurricane-ian/
